id,ChoiceSet,Alt,Wetland,Bird,Fish,Cost,Choice,Occupation,Age
4,3,2,160,21,6,50,1,0,30
4,3,3,120,15,6,30,1,0,30
4,4,1,40,5,2,0,2,0,30
4,4,2,160,15,6,10,2,0,30
4,4,3,80,9,6,10,2,0,30
4,5,1,40,5,2,0,2,0,30
4,5,2,80,15,12,10,2,0,30
4,5,3,80,9,6,30,2,0,30
4,6,1,40,5,2,0,3,0,30
4,6,2,120,9,9,10,3,0,30
4,6,3,80,21,12,10,3,0,30
5,1,1,40,5,2,0,1,4,22
5,1,2,160,9,12,30,1,4,22
5,1,3,80,9,6,10,1,4,22
5,2,1,40,5,2,0,3,4,22
5,2,2,80,9,6,50,3,4,22
5,2,3,120,21,6,10,3,4,22
5,3,1,40,5,2,0,1,4,22
5,3,2,160,21,6,50,1,4,22
5,3,3,120,15,6,30,1,4,22
5,4,1,40,5,2,0,2,4,22
5,4,2,160,15,6,10,2,4,22
5,4,3,80,9,6,10,2,4,22
5,5,1,40,5,2,0,2,4,22
5,5,2,80,15,12,10,2,4,22
5,5,3,80,9,6,30,2,4,22
5,6,1,40,5,2,0,3,4,22
5,6,2,120,9,9,10,3,4,22
5,6,3,80,21,12,10,3,4,22
6,1,1,40,5,2,0,1,4,26
6,1,2,160,9,12,30,1,4,26
6,1,3,80,9,6,10,1,4,26
6,2,1,40,5,2,0,3,4,26
6,2,2,80,9,6,50,3,4,26
6,2,3,120,21,6,10,3,4,26
6,3,1,40,5,2,0,1,4,26
6,3,2,160,21,6,50,1,4,26
6,3,3,120,15,6,30,1,4,26
6,4,1,40,5,2,0,2,4,26
6,4,2,160,15,6,10,2,4,26
6,4,3,80,9,6,10,2,4,26
6,5,1,40,5,2,0,2,4,26
6,5,2,80,15,12,10,2,4,26
6,5,3,80,9,6,30,2,4,26
6,6,1,40,5,2,0,3,4,26
6,6,2,120,9,9,10,3,4,26
6,6,3,80,21,12,10,3,4,26
7,1,1,40,5,2,0,1,0,40
7,1,2,160,9,12,30,1,0,40
7,1,3,80,9,6,10,1,0,40
7,2,1,40,5,2,0,3,0,40
7,2,2,80,9,6,50,3,0,40
7,2,3,120,21,6,10,3,0,40
7,3,1,40,5,2,0,1,0,40
7,3,2,160,21,6,50,1,0,40
7,3,3,120,15,6,30,1,0,40
7,4,1,40,5,2,0,2,0,40
7,4,2,160,15,6,10,2,0,40
7,4,3,80,9,6,10,2,0,40
7,5,1,40,5,2,0,2,0,40
7,5,2,80,15,12,10,2,0,40
7,5,3,80,9,6,30,2,0,40
7,6,1,40,5,2,0,3,0,40
7,6,2,120,9,9,10,3,0,40
7,6,3,80,21,12,10,3,0,40
8,1,1,40,5,2,0,3,2,22
8,1,2,160,9,12,30,3,2,22
8,1,3,80,9,6,10,3,2,22
8,2,1,40,5,2,0,3,2,22
8,2,2,80,9,6,50,3,2,22
8,2,3,120,21,6,10,3,2,22
8,3,1,40,5,2,0,1,2,22
8,3,2,160,21,6,50,1,2,22
8,3,3,120,15,6,30,1,2,22
8,4,1,40,5,2,0,2,2,22
8,4,2,160,15,6,10,2,2,22
8,4,3,80,9,6,10,2,2,22
8,5,1,40,5,2,0,2,2,22
8,5,2,80,15,12,10,2,2,22
8,5,3,80,9,6,30,2,2,22
8,6,1,40,5,2,0,3,2,22
8,6,2,120,9,9,10,3,2,22
8,6,3,80,21,12,10,3,2,22
9,1,1,40,5,2,0,1,0,60
9,1,2,160,9,12,30,1,0,60
9,1,3,80,9,6,10,1,0,60
9,2,1,40,5,2,0,3,0,60
9,2,2,80,9,6,50,3,0,60
9,2,3,120,21,6,10,3,0,60
9,3,1,40,5,2,0,1,0,60
9,3,2,160,21,6,50,1,0,60
9,3,3,120,15,6,30,1,0,60
9,4,1,40,5,2,0,2,0,60
9,4,2,160,15,6,10,2,0,60
9,4,3,80,9,6,10,2,0,60
9,5,1,40,5,2,0,2,0,60
9,5,2,80,15,12,10,2,0,60
9,5,3,80,9,6,30,2,0,60
9,6,1,40,5,2,0,3,0,60
9,6,2,120,9,9,10,3,0,60
9,6,3,80,21,12,10,3,0,60
10,1,1,40,5,2,0,1,1,47
10,1,2,160,9,12,30,1,1,47
10,1,3,80,9,6,10,1,1,47
10,2,1,40,5,2,0,3,1,47
10,2,2,80,9,6,50,3,1,47
10,2,3,120,21,6,10,3,1,47
10,3,1,40,5,2,0,1,1,47
10,3,2,160,21,6,50,1,1,47
10,3,3,120,15,6,30,1,1,47
10,4,1,40,5,2,0,2,1,47
10,4,2,160,15,6,10,2,1,47
10,4,3,80,9,6,10,2,1,47
10,5,1,40,5,2,0,2,1,47
10,5,2,80,15,12,10,2,1,47
10,5,3,80,9,6,30,2,1,47
10,6,1,40,5,2,0,3,1,47
10,6,2,120,9,9,10,3,1,47
10,6,3,80,21,12,10,3,1,47
11,1,1,40,5,2,0,3,1,22
11,1,2,160,9,12,30,3,1,22
11,1,3,80,9,6,10,3,1,22
11,2,1,40,5,2,0,3,1,22
11,2,2,80,9,6,50,3,1,22
11,2,3,120,21,6,10,3,1,22
11,3,1,40,5,2,0,1,1,22
11,3,2,160,21,6,50,1,1,22
11,3,3,120,15,6,30,1,1,22
11,4,1,40,5,2,0,2,1,22
11,4,2,160,15,6,10,2,1,22
11,4,3,80,9,6,10,2,1,22
11,5,1,40,5,2,0,2,1,22
11,5,2,80,15,12,10,2,1,22
11,5,3,80,9,6,30,2,1,22
11,6,1,40,5,2,0,3,1,22
11,6,2,120,9,9,10,3,1,22
11,6,3,80,21,12,10,3,1,22
12,1,1,40,5,2,0,1,0,50
12,1,2,160,9,12,30,1,0,50
12,1,3,80,9,6,10,1,0,50
12,2,1,40,5,2,0,3,0,50
12,2,2,80,9,6,50,3,0,50
12,2,3,120,21,6,10,3,0,50
12,3,1,40,5,2,0,1,0,50
12,3,2,160,21,6,50,1,0,50
12,3,3,120,15,6,30,1,0,50
12,4,1,40,5,2,0,2,0,50
12,4,2,160,15,6,10,2,0,50
12,4,3,80,9,6,10,2,0,50
12,5,1,40,5,2,0,2,0,50
12,5,2,80,15,12,10,2,0,50
12,5,3,80,9,6,30,2,0,50
12,6,1,40,5,2,0,3,0,50
12,6,2,120,9,9,10,3,0,50
12,6,3,80,21,12,10,3,0,50
13,1,1,40,5,2,0,1,0,29
13,1,2,160,9,12,30,1,0,29
13,1,3,80,9,6,10,1,0,29
13,2,1,40,5,2,0,3,0,29
13,2,2,80,9,6,50,3,0,29
13,2,3,120,21,6,10,3,0,29
13,3,1,40,5,2,0,1,0,29
13,3,2,160,21,6,50,1,0,29
13,3,3,120,15,6,30,1,0,29
13,4,1,40,5,2,0,2,0,29
13,4,2,160,15,6,10,2,0,29
13,4,3,80,9,6,10,2,0,29
13,5,1,40,5,2,0,2,0,29
13,5,2,80,15,12,10,2,0,29
13,5,3,80,9,6,30,2,0,29
13,6,1,40,5,2,0,3,0,29
13,6,2,120,9,9,10,3,0,29
13,6,3,80,21,12,10,3,0,29
14,1,1,40,5,2,0,3,1,58
14,1,2,160,9,12,30,3,1,58
14,1,3,80,9,6,10,3,1,58
14,2,1,40,5,2,0,3,1,58
14,2,2,80,9,6,50,3,1,58
14,2,3,120,21,6,10,3,1,58
14,3,1,40,5,2,0,1,1,58
14,3,2,160,21,6,50,1,1,58
14,3,3,120,15,6,30,1,1,58
14,4,1,40,5,2,0,2,1,58
14,4,2,160,15,6,10,2,1,58
14,4,3,80,9,6,10,2,1,58
14,5,1,40,5,2,0,2,1,58
14,5,2,80,15,12,10,2,1,58
14,5,3,80,9,6,30,2,1,58
14,6,1,40,5,2,0,3,1,58
14,6,2,120,9,9,10,3,1,58
14,6,3,80,21,12,10,3,1,58
15,1,1,40,5,2,0,3,2,21
15,1,2,160,9,12,30,3,2,21
15,1,3,80,9,6,10,3,2,21
15,2,1,40,5,2,0,3,2,21
15,2,2,80,9,6,50,3,2,21
15,2,3,120,21,6,10,3,2,21
15,3,1,40,5,2,0,1,2,21
15,3,2,160,21,6,50,1,2,21
15,3,3,120,15,6,30,1,2,21
15,4,1,40,5,2,0,2,2,21
15,4,2,160,15,6,10,2,2,21
15,4,3,80,9,6,10,2,2,21
15,5,1,40,5,2,0,2,2,21
15,5,2,80,15,12,10,2,2,21
15,5,3,80,9,6,30,2,2,21
15,6,1,40,5,2,0,3,2,21
15,6,2,120,9,9,10,3,2,21
15,6,3,80,21,12,10,3,2,21
16,1,1,40,5,2,0,3,1,50
16,1,2,160,9,12,30,3,1,50
16,1,3,80,9,6,10,3,1,50
16,2,1,40,5,2,0,3,1,50
16,2,2,80,9,6,50,3,1,50
16,2,3,120,21,6,10,3,1,50
16,3,1,40,5,2,0,1,1,50
16,3,2,160,21,6,50,1,1,50
16,3,3,120,15,6,30,1,1,50
16,4,1,40,5,2,0,2,1,50
16,4,2,160,15,6,10,2,1,50
16,4,3,80,9,6,10,2,1,50
16,5,1,40,5,2,0,2,1,50
16,5,2,80,15,12,10,2,1,50
16,5,3,80,9,6,30,2,1,50
16,6,1,40,5,2,0,3,1,50
16,6,2,120,9,9,10,3,1,50
16,6,3,80,21,12,10,3,1,50
17,1,1,40,5,2,0,1,0,34
17,1,2,160,9,12,30,1,0,34
17,1,3,80,9,6,10,1,0,34
17,2,1,40,5,2,0,3,0,34
17,2,2,80,9,6,50,3,0,34
17,2,3,120,21,6,10,3,0,34
17,3,1,40,5,2,0,1,0,34
17,3,2,160,21,6,50,1,0,34
17,3,3,120,15,6,30,1,0,34
17,4,1,40,5,2,0,2,0,34
17,4,2,160,15,6,10,2,0,34
17,4,3,80,9,6,10,2,0,34
17,5,1,40,5,2,0,2,0,34
17,5,2,80,15,12,10,2,0,34
17,5,3,80,9,6,30,2,0,34
17,6,1,40,5,2,0,3,0,34
17,6,2,120,9,9,10,3,0,34
17,6,3,80,21,12,10,3,0,34
18,1,1,40,5,2,0,3,1,22
18,1,2,160,9,12,30,3,1,22
18,1,3,80,9,6,10,3,1,22
18,2,1,40,5,2,0,3,1,22
18,2,2,80,9,6,50,3,1,22
18,2,3,120,21,6,10,3,1,22
18,3,1,40,5,2,0,1,1,22
18,3,2,160,21,6,50,1,1,22
18,3,3,120,15,6,30,1,1,22
18,4,1,40,5,2,0,2,1,22
18,4,2,160,15,6,10,2,1,22
18,4,3,80,9,6,10,2,1,22
18,5,1,40,5,2,0,2,1,22
18,5,2,80,15,12,10,2,1,22
18,5,3,80,9,6,30,2,1,22
18,6,1,40,5,2,0,3,1,22
18,6,2,120,9,9,10,3,1,22
18,6,3,80,21,12,10,3,1,22
19,1,1,40,5,2,0,3,4,55
19,1,2,160,9,12,30,3,4,55
19,1,3,80,9,6,10,3,4,55
19,2,1,40,5,2,0,3,4,55
19,2,2,80,9,6,50,3,4,55
19,2,3,120,21,6,10,3,4,55
19,3,1,40,5,2,0,1,4,55
19,3,2,160,21,6,50,1,4,55
19,3,3,120,15,6,30,1,4,55
19,4,1,40,5,2,0,2,4,55
19,4,2,160,15,6,10,2,4,55
19,4,3,80,9,6,10,2,4,55
19,5,1,40,5,2,0,2,4,55
19,5,2,80,15,12,10,2,4,55
19,5,3,80,9,6,30,2,4,55
19,6,1,40,5,2,0,3,4,55
19,6,2,120,9,9,10,3,4,55
19,6,3,80,21,12,10,3,4,55
20,1,1,40,5,2,0,1,3,53
20,1,2,160,9,12,30,1,3,53
20,1,3,80,9,6,10,1,3,53
20,2,1,40,5,2,0,3,3,53
20,2,2,80,9,6,50,3,3,53
20,2,3,120,21,6,10,3,3,53
20,3,1,40,5,2,0,1,3,53
20,3,2,160,21,6,50,1,3,53
20,3,3,120,15,6,30,1,3,53
20,4,1,40,5,2,0,2,3,53
20,4,2,160,15,6,10,2,3,53
20,4,3,80,9,6,10,2,3,53
20,5,1,40,5,2,0,2,3,53
20,5,2,80,15,12,10,2,3,53
20,5,3,80,9,6,30,2,3,53
20,6,1,40,5,2,0,3,3,53
20,6,2,120,9,9,10,3,3,53
20,6,3,80,21,12,10,3,3,53
21,1,1,40,5,2,0,3,2,35
21,1,2,160,9,12,30,3,2,35
21,1,3,80,9,6,10,3,2,35
21,2,1,40,5,2,0,3,2,35
21,2,2,80,9,6,50,3,2,35
21,2,3,120,21,6,10,3,2,35
21,3,1,40,5,2,0,1,2,35
21,3,2,160,21,6,50,1,2,35
21,3,3,120,15,6,30,1,2,35
21,4,1,40,5,2,0,2,2,35
21,4,2,160,15,6,10,2,2,35
21,4,3,80,9,6,10,2,2,35
21,5,1,40,5,2,0,2,2,35
21,5,2,80,15,12,10,2,2,35
21,5,3,80,9,6,30,2,2,35
21,6,1,40,5,2,0,3,2,35
21,6,2,120,9,9,10,3,2,35
21,6,3,80,21,12,10,3,2,35
22,1,1,40,5,2,0,3,0,28
22,1,2,160,9,12,30,3,0,28
22,1,3,80,9,6,10,3,0,28
22,2,1,40,5,2,0,3,0,28
22,2,2,80,9,6,50,3,0,28
22,2,3,120,21,6,10,3,0,28
22,3,1,40,5,2,0,1,0,28
22,3,2,160,21,6,50,1,0,28
22,3,3,120,15,6,30,1,0,28
22,4,1,40,5,2,0,2,0,28
22,4,2,160,15,6,10,2,0,28
22,4,3,80,9,6,10,2,0,28
22,5,1,40,5,2,0,2,0,28
22,5,2,80,15,12,10,2,0,28
22,5,3,80,9,6,30,2,0,28
22,6,1,40,5,2,0,3,0,28
22,6,2,120,9,9,10,3,0,28
22,6,3,80,21,12,10,3,0,28
23,1,1,40,5,2,0,3,0,54
23,1,2,160,9,12,30,3,0,54
23,1,3,80,9,6,10,3,0,54
23,2,1,40,5,2,0,3,0,54
23,2,2,80,9,6,50,3,0,54
23,2,3,120,21,6,10,3,0,54
23,3,1,40,5,2,0,1,0,54
23,3,2,160,21,6,50,1,0,54
23,3,3,120,15,6,30,1,0,54
23,4,1,40,5,2,0,2,0,54
23,4,2,160,15,6,10,2,0,54
23,4,3,80,9,6,10,2,0,54
23,5,1,40,5,2,0,2,0,54
23,5,2,80,15,12,10,2,0,54
23,5,3,80,9,6,30,2,0,54
23,6,1,40,5,2,0,3,0,54
23,6,2,120,9,9,10,3,0,54
23,6,3,80,21,12,10,3,0,54
24,1,1,40,5,2,0,3,1,24
24,1,2,160,9,12,30,3,1,24
24,1,3,80,9,6,10,3,1,24
24,2,1,40,5,2,0,3,1,24
24,2,2,80,9,6,50,3,1,24
24,2,3,120,21,6,10,3,1,24
24,3,1,40,5,2,0,1,1,24
24,3,2,160,21,6,50,1,1,24
24,3,3,120,15,6,30,1,1,24
24,4,1,40,5,2,0,2,1,24
24,4,2,160,15,6,10,2,1,24
24,4,3,80,9,6,10,2,1,24
24,5,1,40,5,2,0,2,1,24
24,5,2,80,15,12,10,2,1,24
24,5,3,80,9,6,30,2,1,24
24,6,1,40,5,2,0,3,1,24
24,6,2,120,9,9,10,3,1,24
24,6,3,80,21,12,10,3,1,24
25,1,1,40,5,2,0,3,0,47
25,1,2,160,9,12,30,3,0,47
25,1,3,80,9,6,10,3,0,47
25,2,1,40,5,2,0,3,0,47
25,2,2,80,9,6,50,3,0,47
25,2,3,120,21,6,10,3,0,47
25,3,1,40,5,2,0,1,0,47
25,3,2,160,21,6,50,1,0,47
25,3,3,120,15,6,30,1,0,47
25,4,1,40,5,2,0,2,0,47
25,4,2,160,15,6,10,2,0,47
25,4,3,80,9,6,10,2,0,47
25,5,1,40,5,2,0,2,0,47
25,5,2,80,15,12,10,2,0,47
25,5,3,80,9,6,30,2,0,47
25,6,1,40,5,2,0,3,0,47
25,6,2,120,9,9,10,3,0,47
25,6,3,80,21,12,10,3,0,47
26,1,1,40,5,2,0,3,3,38
26,1,2,160,9,12,30,3,3,38
26,1,3,80,9,6,10,3,3,38
26,2,1,40,5,2,0,3,3,38
26,2,2,80,9,6,50,3,3,38
26,2,3,120,21,6,10,3,3,38
26,3,1,40,5,2,0,1,3,38
26,3,2,160,21,6,50,1,3,38
26,3,3,120,15,6,30,1,3,38
26,4,1,40,5,2,0,2,3,38
26,4,2,160,15,6,10,2,3,38
26,4,3,80,9,6,10,2,3,38
26,5,1,40,5,2,0,2,3,38
26,5,2,80,15,12,10,2,3,38
26,5,3,80,9,6,30,2,3,38
26,6,1,40,5,2,0,3,3,38
26,6,2,120,9,9,10,3,3,38
26,6,3,80,21,12,10,3,3,38
27,1,1,40,5,2,0,3,4,57
27,1,2,160,9,12,30,3,4,57
27,1,3,80,9,6,10,3,4,57
27,2,1,40,5,2,0,3,4,57
27,2,2,80,9,6,50,3,4,57
27,2,3,120,21,6,10,3,4,57
27,3,1,40,5,2,0,1,4,57
27,3,2,160,21,6,50,1,4,57
27,3,3,120,15,6,30,1,4,57
27,4,1,40,5,2,0,2,4,57
27,4,2,160,15,6,10,2,4,57
27,4,3,80,9,6,10,2,4,57
27,5,1,40,5,2,0,2,4,57
27,5,2,80,15,12,10,2,4,57
27,5,3,80,9,6,30,2,4,57
27,6,1,40,5,2,0,3,4,57
27,6,2,120,9,9,10,3,4,57
27,6,3,80,21,12,10,3,4,57
28,1,1,40,5,2,0,1,1,59
28,1,2,160,9,12,30,1,1,59
28,1,3,80,9,6,10,1,1,59
28,2,1,40,5,2,0,3,1,59
28,2,2,80,9,6,50,3,1,59
28,2,3,120,21,6,10,3,1,59
28,3,1,40,5,2,0,1,1,59
28,3,2,160,21,6,50,1,1,59
28,3,3,120,15,6,30,1,1,59
28,4,1,40,5,2,0,2,1,59
28,4,2,160,15,6,10,2,1,59
28,4,3,80,9,6,10,2,1,59
28,5,1,40,5,2,0,2,1,59
28,5,2,80,15,12,10,2,1,59
28,5,3,80,9,6,30,2,1,59
28,6,1,40,5,2,0,3,1,59
28,6,2,120,9,9,10,3,1,59
28,6,3,80,21,12,10,3,1,59
29,1,1,40,5,2,0,3,4,42
29,1,2,160,9,12,30,3,4,42
29,1,3,80,9,6,10,3,4,42
29,2,1,40,5,2,0,3,4,42
29,2,2,80,9,6,50,3,4,42
29,2,3,120,21,6,10,3,4,42
29,3,1,40,5,2,0,1,4,42
29,3,2,160,21,6,50,1,4,42
29,3,3,120,15,6,30,1,4,42
29,4,1,40,5,2,0,2,4,42
29,4,2,160,15,6,10,2,4,42
29,4,3,80,9,6,10,2,4,42
29,5,1,40,5,2,0,2,4,42
29,5,2,80,15,12,10,2,4,42
29,5,3,80,9,6,30,2,4,42
29,6,1,40,5,2,0,3,4,42
29,6,2,120,9,9,10,3,4,42
29,6,3,80,21,12,10,3,4,42
30,1,1,40,5,2,0,1,0,20
30,1,2,160,9,12,30,1,0,20
30,1,3,80,9,6,10,1,0,20
30,2,1,40,5,2,0,3,0,20
30,2,2,80,9,6,50,3,0,20
30,2,3,120,21,6,10,3,0,20
30,3,1,40,5,2,0,1,0,20
30,3,2,160,21,6,50,1,0,20
30,3,3,120,15,6,30,1,0,20
30,4,1,40,5,2,0,1,0,20
30,4,2,160,15,6,10,1,0,20
30,4,3,80,9,6,10,1,0,20
30,5,1,40,5,2,0,2,0,20
30,5,2,80,15,12,10,2,0,20
30,5,3,80,9,6,30,2,0,20
30,6,1,40,5,2,0,3,0,20
30,6,2,120,9,9,10,3,0,20
30,6,3,80,21,12,10,3,0,20
31,1,1,40,5,2,0,3,2,27
31,1,2,160,9,12,30,3,2,27
31,1,3,80,9,6,10,3,2,27
31,2,1,40,5,2,0,3,2,27
31,2,2,80,9,6,50,3,2,27
31,2,3,120,21,6,10,3,2,27
31,3,1,40,5,2,0,1,2,27
31,3,2,160,21,6,50,1,2,27
31,3,3,120,15,6,30,1,2,27
31,4,1,40,5,2,0,2,2,27
31,4,2,160,15,6,10,2,2,27
31,4,3,80,9,6,10,2,2,27
31,5,1,40,5,2,0,2,2,27
31,5,2,80,15,12,10,2,2,27
31,5,3,80,9,6,30,2,2,27
31,6,1,40,5,2,0,3,2,27
31,6,2,120,9,9,10,3,2,27
31,6,3,80,21,12,10,3,2,27
32,1,1,40,5,2,0,3,4,56
32,1,2,160,9,12,30,3,4,56
32,1,3,80,9,6,10,3,4,56
32,2,1,40,5,2,0,3,4,56
32,2,2,80,9,6,50,3,4,56
32,2,3,120,21,6,10,3,4,56
32,3,1,40,5,2,0,1,4,56
32,3,2,160,21,6,50,1,4,56
32,3,3,120,15,6,30,1,4,56
32,4,1,40,5,2,0,2,4,56
32,4,2,160,15,6,10,2,4,56
32,4,3,80,9,6,10,2,4,56
32,5,1,40,5,2,0,2,4,56
32,5,2,80,15,12,10,2,4,56
32,5,3,80,9,6,30,2,4,56
32,6,1,40,5,2,0,3,4,56
32,6,2,120,9,9,10,3,4,56
32,6,3,80,21,12,10,3,4,56
33,1,1,40,5,2,0,1,4,53
33,1,2,160,9,12,30,1,4,53
33,1,3,80,9,6,10,1,4,53
33,2,1,40,5,2,0,3,4,53
33,2,2,80,9,6,50,3,4,53
33,2,3,120,21,6,10,3,4,53
33,3,1,40,5,2,0,1,4,53
33,3,2,160,21,6,50,1,4,53
33,3,3,120,15,6,30,1,4,53
33,4,1,40,5,2,0,2,4,53
33,4,2,160,15,6,10,2,4,53
33,4,3,80,9,6,10,2,4,53
33,5,1,40,5,2,0,2,4,53
33,5,2,80,15,12,10,2,4,53
33,5,3,80,9,6,30,2,4,53
33,6,1,40,5,2,0,3,4,53
33,6,2,120,9,9,10,3,4,53
33,6,3,80,21,12,10,3,4,53
34,1,1,40,5,2,0,3,3,55
34,1,2,160,9,12,30,3,3,55
34,1,3,80,9,6,10,3,3,55
34,2,1,40,5,2,0,3,3,55
34,2,2,80,9,6,50,3,3,55
34,2,3,120,21,6,10,3,3,55
34,3,1,40,5,2,0,1,3,55
34,3,2,160,21,6,50,1,3,55
34,3,3,120,15,6,30,1,3,55
34,4,1,40,5,2,0,2,3,55
34,4,2,160,15,6,10,2,3,55
34,4,3,80,9,6,10,2,3,55
34,5,1,40,5,2,0,2,3,55
34,5,2,80,15,12,10,2,3,55
34,5,3,80,9,6,30,2,3,55
34,6,1,40,5,2,0,3,3,55
34,6,2,120,9,9,10,3,3,55
34,6,3,80,21,12,10,3,3,55
35,1,1,40,5,2,0,1,3,45
35,1,2,160,9,12,30,1,3,45
35,1,3,80,9,6,10,1,3,45
35,2,1,40,5,2,0,3,3,45
35,2,2,80,9,6,50,3,3,45
35,2,3,120,21,6,10,3,3,45
35,3,1,40,5,2,0,1,3,45
35,3,2,160,21,6,50,1,3,45
35,3,3,120,15,6,30,1,3,45
35,4,1,40,5,2,0,2,3,45
35,4,2,160,15,6,10,2,3,45
35,4,3,80,9,6,10,2,3,45
35,5,1,40,5,2,0,2,3,45
35,5,2,80,15,12,10,2,3,45
35,5,3,80,9,6,30,2,3,45
35,6,1,40,5,2,0,3,3,45
35,6,2,120,9,9,10,3,3,45
35,6,3,80,21,12,10,3,3,45
36,1,1,40,5,2,0,3,4,23
36,1,2,160,9,12,30,3,4,23
36,1,3,80,9,6,10,3,4,23
36,2,1,40,5,2,0,3,4,23
36,2,2,80,9,6,50,3,4,23
36,2,3,120,21,6,10,3,4,23
36,3,1,40,5,2,0,1,4,23
36,3,2,160,21,6,50,1,4,23
36,3,3,120,15,6,30,1,4,23
36,4,1,40,5,2,0,2,4,23
36,4,2,160,15,6,10,2,4,23
36,4,3,80,9,6,10,2,4,23
36,5,1,40,5,2,0,2,4,23
36,5,2,80,15,12,10,2,4,23
36,5,3,80,9,6,30,2,4,23
36,6,1,40,5,2,0,3,4,23
36,6,2,120,9,9,10,3,4,23
36,6,3,80,21,12,10,3,4,23
37,1,1,40,5,2,0,3,4,40
37,1,2,160,9,12,30,3,4,40
37,1,3,80,9,6,10,3,4,40
37,2,1,40,5,2,0,3,4,40
37,2,2,80,9,6,50,3,4,40
37,2,3,120,21,6,10,3,4,40
37,3,1,40,5,2,0,1,4,40
37,3,2,160,21,6,50,1,4,40
37,3,3,120,15,6,30,1,4,40
37,4,1,40,5,2,0,2,4,40
37,4,2,160,15,6,10,2,4,40
37,4,3,80,9,6,10,2,4,40
37,5,1,40,5,2,0,2,4,40
37,5,2,80,15,12,10,2,4,40
37,5,3,80,9,6,30,2,4,40
37,6,1,40,5,2,0,3,4,40
37,6,2,120,9,9,10,3,4,40
37,6,3,80,21,12,10,3,4,40
38,1,1,40,5,2,0,3,3,31
38,1,2,160,9,12,30,3,3,31
38,1,3,80,9,6,10,3,3,31
38,2,1,40,5,2,0,3,3,31
38,2,2,80,9,6,50,3,3,31
38,2,3,120,21,6,10,3,3,31
38,3,1,40,5,2,0,1,3,31
38,3,2,160,21,6,50,1,3,31
38,3,3,120,15,6,30,1,3,31
38,4,1,40,5,2,0,2,3,31
38,4,2,160,15,6,10,2,3,31
38,4,3,80,9,6,10,2,3,31
38,5,1,40,5,2,0,2,3,31
38,5,2,80,15,12,10,2,3,31
38,5,3,80,9,6,30,2,3,31
38,6,1,40,5,2,0,3,3,31
38,6,2,120,9,9,10,3,3,31
38,6,3,80,21,12,10,3,3,31
39,1,1,40,5,2,0,1,2,27
39,1,2,160,9,12,30,1,2,27
39,1,3,80,9,6,10,1,2,27
39,2,1,40,5,2,0,3,2,27
39,2,2,80,9,6,50,3,2,27
39,2,3,120,21,6,10,3,2,27
39,3,1,40,5,2,0,1,2,27
39,3,2,160,21,6,50,1,2,27
39,3,3,120,15,6,30,1,2,27
39,4,1,40,5,2,0,2,2,27
39,4,2,160,15,6,10,2,2,27
